,user_id,transaction_id,purchase_time,purchase_type,purchase_amount_dollars
45241,user_dd032233-d2f0-4d3e-8968-7b9e268611f0,ch_a742a183-d93d-4620-9af2-155308cb4f7c,1067-11-07 15:44:59+00:00,Upsell,39.0
45338,user_512eefca-f589-46c4-bdfe-7feb325a6c6f,ch_68c75ade-2182-4a3a-bc28-26f8e2df35ca,1067-09-23 00:12:16+00:00,Subscription Create,35.0
45415,user_f844b658-c14a-4de3-b8d9-2314b5da006e,ch_1f75afe3-2f48-4018-b3bd-026f386303cc,1067-11-03 11:15:16+00:00,Subscription Create,35.0
45421,user_cdb903ca-ca64-441e-a189-220e8ab475e5,ch_ab6ea6ba-6df6-4dd2-8bb9-17d2df599bed,1067-10-29 10:50:43+00:00,Subscription Create,35.0
45504,user_5c279ca3-2591-4c42-befa-0143806b8363,ch_ec024dbc-9966-487c-98e5-ba9c7de4b35a,1067-09-15 04:43:07+00:00,Credits package,5.0
45538,user_787bf620-4f28-4bdc-805c-1efcf28e54da,ch_b40271f4-8ba9-43ef-b5b6-21730a5259a4,1067-10-18 21:47:11+00:00,Subscription Update,28.69
45600,user_eaf5dabe-d405-46d5-b691-56bfaf1791a8,ch_b2693794-3ef9-4a8b-be9f-0043d3900e45,1067-10-22 19:17:08+00:00,Subscription Update,88.32
45624,user_b9e422a3-9300-4f87-8ac6-3c5b619cff2a,ch_684b7c58-685b-4d7b-ade8-2c0b51816103,1067-09-11 19:07:46+00:00,Subscription Create,23.2
45813,user_acbcce7e-842f-4ff6-9379-c39289411756,ch_eff10011-2fa6-4848-8090-d9cfeef8038c,1067-10-13 08:51:53+00:00,Subscription Create,35.0
45830,user_53cc2185-4117-4f5a-8c5c-f8150cdc111f,ch_e59917ae-1ff3-4b3e-bfe5-7db798478033,1067-10-15 08:53:10+00:00,Subscription Create,35.0
45872,user_466a3536-353a-4a99-92d6-17f0a855098c,ch_ae05fc20-822b-4435-9b63-fdc008fb9886,1067-11-18 20:33:21+00:00,Credits package,5.0
45969,user_a48de0aa-0418-4986-a874-385d2f781607,ch_9e9025ee-56f4-4312-8ca7-40466b797980,1067-10-30 09:21:55+00:00,Subscription Create,35.0
46002,user_2268e910-c9a2-4856-ba11-c1ad63edddfe,ch_a1fc2c08-802d-4721-8094-4bf5494207dc,1067-11-08 19:24:58+00:00,Subscription Create,39.0
46026,user_ffc1228c-61d7-4448-80ed-344755716ad3,ch_99e05447-c8fd-40c2-bea8-10baa06996bf,1067-10-24 17:09:12+00:00,Subscription Create,9.0
46090,user_436279df-8ae7-478b-912a-0a28ca2e5a21,ch_87edb089-b852-44f3-b058-174e69151738,1067-09-24 23:27:16+00:00,Subscription Create,35.0
46178,user_52aa14bf-326d-4be2-9962-975346918504,ch_d19006a4-98de-4aaa-bad8-1f1b478863a6,1067-10-19 10:39:53+00:00,Subscription Create,35.0
46295,user_da3b65df-82e7-4934-b0c2-6ecd7603e649,ch_a245818c-b05a-4ec0-8e1b-ac5de7e06cca,1067-11-05 08:48:49+00:00,Subscription Create,9.0
46301,user_efa12226-97d1-4ec0-9e58-3212a06a2c91,ch_c340bedc-00ad-4318-a6b1-92f22981a385,1067-10-27 00:50:40+00:00,Subscription Create,35.0
46356,user_e51d4c1a-a83b-4fa4-93f1-a8ae354e05ee,ch_23465778-9116-41f5-a03c-3dd72af3aaa9,1067-09-14 17:40:16+00:00,Subscription Update,26.0
46540,user_8844a2c1-1414-40a0-bec0-dcd8a90b3e62,ch_7452699e-4223-4aa9-b1e5-be6def496dc3,1067-08-31 03:30:14+00:00,Subscription Create,35.0
46569,user_f755b2d0-49fc-470d-8016-0f2e513a652b,ch_ad6207ad-a5ad-4ab2-a85c-7a614a394dbc,1067-09-24 22:39:28+00:00,Subscription Create,35.0
46638,user_ef4cef06-faa2-4c54-961f-82ed668c6b2a,ch_acc65eab-5060-4048-a5ee-f391365f1fbd,1067-09-05 08:20:10+00:00,Subscription Create,89.0
46708,user_bca6a415-acdb-4f5f-9087-0ae729e43a4c,ch_81555a77-169d-409a-8241-c19025af7966,1067-10-29 10:30:41+00:00,Subscription Create,35.0
46756,user_4cafc8b2-ceb6-4020-98e0-78468d105697,ch_2503746d-aed5-4945-ac05-5f1106df088b,1067-11-07 07:56:13+00:00,Subscription Create,39.0
46842,user_ad78faa9-0bb6-4996-9fa4-be63e618a9eb,ch_123475e0-c3db-463d-afe1-086d972ad684,1067-09-19 19:50:40+00:00,Subscription Create,9.0
46849,user_a5a866b4-1116-4086-b65e-84cfa80a7836,ch_851b6132-473a-4ac3-a4f0-b8b293523130,1067-09-12 12:56:35+00:00,Subscription Create,9.0
46997,user_bce1b489-475b-4d4e-b6e4-f5937f62bcf7,ch_0b8d9d42-7f0e-4469-9bae-ac741b735051,1067-09-11 14:10:03+00:00,Credits package,40.0
47071,user_a5593b1a-5612-4997-8d12-a76e1b360ae4,ch_802fd6b8-636f-400d-a576-847c6752e3f1,1067-10-23 11:45:05+00:00,Subscription Create,35.0
47272,user_5ae6b71d-7eea-4f8d-bd89-6a0a52627050,ch_492dfe70-1504-4e2f-9c6f-c7e941b5c57a,1067-09-05 06:26:35+00:00,Subscription Create,35.0
47291,user_4162891f-bcb8-400d-b8f7-ae3254608adc,ch_63b66fd2-5b82-4704-907f-98f35080bdcb,1067-08-28 13:46:35+00:00,Subscription Create,35.0
47366,user_09dbbe8a-f654-47f0-8dac-fbe10df515a9,ch_83bb14f6-e661-4487-86ed-1d2bccc15b05,1067-11-04 10:04:48+00:00,Subscription Create,35.0
47494,user_61c0b7ef-b6ca-46d0-a383-abf3e82054f7,ch_55862cc3-b0da-456e-b6e5-ae52e656d97b,1067-09-06 00:23:59+00:00,Subscription Create,35.0
47500,user_be578e6b-91a7-4d98-95fc-08e85beb475e,ch_a375fca2-c10c-4cb0-86b0-ccafb7892cf5,1067-10-12 10:29:05+00:00,Subscription Create,35.0
47623,user_2cd05d2f-4746-4cf2-8fe1-19029c6499e1,ch_c20afd50-0eba-4173-8a6b-300c2f316944,1067-11-04 00:23:13+00:00,Subscription Create,9.0
47645,user_011e3694-3d9f-407e-b06d-ec8a1a5bac90,ch_e59a554a-71cd-4438-9a23-eac71d1198b5,1067-10-19 00:53:35+00:00,Credits package,17.0
47687,user_01b5550b-df79-42be-883a-72ad81a69188,ch_9d9f2cab-7374-490a-8807-032d77cb4969,1067-09-21 16:09:57+00:00,Subscription Create,35.0
47699,user_0ba6440a-603f-4beb-98f2-7382086cb887,ch_5bec2af8-820f-449a-9a36-2ec0709b8a9b,1067-09-25 04:08:23+00:00,Subscription Create,35.0
47797,user_ae923efe-d508-4d17-8544-c162fb04ff0d,ch_2676bdb4-1eab-465b-87a0-cd96c5c06bf6,1067-10-26 08:32:05+00:00,Subscription Create,39.0
47870,user_1bf4ecd3-d8f5-4074-b07b-3140b0522a34,ch_a010368e-a49e-4be2-acaf-026be4b2a21a,1067-11-04 20:42:46+00:00,Credits package,17.0
47882,user_0bfa69f3-a597-4854-a353-b3498af769ca,ch_919ce808-90d8-4b9f-be59-404470c66708,1067-10-28 18:26:02+00:00,Subscription Create,24.65
47900,user_c0153f08-3776-4c78-a825-bf62aee1c9e0,ch_a63d2752-c8dd-485a-87d8-fb298abe66c9,1067-09-10 14:52:14+00:00,Subscription Create,35.0
47950,user_417affee-bd09-4961-bbbf-23e121aac7a8,ch_8c7503fa-86f1-4015-af7f-5b9b25d83353,1067-08-30 14:12:41+00:00,Subscription Create,9.0
48093,user_fa9aff81-c704-4ce4-894b-a5d91aad5160,ch_1a978825-684e-44fa-a592-0fde092cabef,1067-10-29 13:35:41+00:00,Subscription Update,20.0
48134,user_7113390d-2f96-4ecc-8a58-973f89524bf3,ch_43e3273c-2ef4-497f-a405-88646046b32c,1067-09-19 09:10:59+00:00,Subscription Create,35.0
48188,user_5ac30abc-8831-44f3-ad64-78b4c2ffc88f,ch_4ec86624-fc18-481a-861a-8918a2a5c304,1067-10-15 04:38:51+00:00,Subscription Create,35.0
48231,user_a2e6c01f-c44f-4aa2-b275-c9e7690f38f2,ch_9d7ace40-02c0-4b86-bbb4-ae75379b29eb,1067-11-04 13:49:33+00:00,Subscription Create,35.0
48281,user_011e3694-3d9f-407e-b06d-ec8a1a5bac90,ch_26aeaf2b-df97-42d8-9d3a-e59c7557385c,1067-10-04 01:07:54+00:00,Subscription Create,50.0
48589,user_c7752e8e-b243-4300-84e6-34194bd60bfe,ch_83e005fc-15f2-40cb-ad1c-3982ee21dd69,1067-10-28 15:53:58+00:00,Subscription Create,35.0
48793,user_0e90ae8d-74fb-4023-901c-73c38f6c9efe,ch_7e7caf16-aae0-439e-b0a2-56451a915593,1067-09-28 16:41:43+00:00,Subscription Create,9.0
48835,user_dbcc6304-a9e3-48dd-8e4a-a6b584b45422,ch_b37c1764-a70d-4e21-9e2c-0ec8cad73a61,1067-11-08 05:47:45+00:00,Subscription Create,9.0
48838,user_0485ea1a-33b1-401c-95bc-718f7ef9e11c,ch_42a00e4d-9c87-4ade-afd0-b91b9bdc4c11,1067-11-08 09:06:25+00:00,Subscription Create,9.0
48862,user_a6f11b6d-9355-4629-8f6c-fb124709b456,ch_ec478f91-afe1-4710-868a-16d0f3d22539,1067-10-15 01:46:33+00:00,Subscription Create,29.0
48870,user_33e547d3-840b-42a7-b23f-76eae3fe23d3,ch_e78a36cc-b50a-49bc-8679-652838adad2a,1067-09-22 09:55:19+00:00,Subscription Create,35.0
48960,user_7c58e8d7-3a0f-4a11-afcd-2de24700eb37,ch_ce80c3ab-2ed5-4de0-8d6e-9068fec51012,1067-10-24 04:37:11+00:00,Subscription Create,35.0
49136,user_460c7fbe-9073-42da-9ce6-f9dd2f7e5810,ch_de0a94ee-bd05-46fe-a961-106911463e58,1067-10-02 10:01:39+00:00,Subscription Create,35.0
49212,user_bc50f7e2-9622-4812-b9a9-244d13a2aa31,ch_8d89472b-9eef-4870-be92-9862ebab9921,1067-09-12 15:30:06+00:00,Subscription Update,26.0
49255,user_18b783b9-884f-4f66-aaf9-0a1a0c493a97,ch_130be55c-57c2-4fbb-b492-0f4322384268,1067-10-12 21:38:44+00:00,Subscription Create,9.0
49335,user_862dec0d-874c-4014-8720-a532f4e58f03,ch_dce2f226-55c9-47ed-b45d-b20092de2691,1067-09-29 18:47:23+00:00,Subscription Create,35.0
49455,user_abdd81b7-f5cb-4be9-b2cc-bbc38794d9ec,ch_a80a3f89-f1fd-455b-bc84-954341a38c8e,1067-10-28 06:02:14+00:00,Subscription Create,35.0
49652,user_f8c824fb-b958-4194-926a-48c908d83c1f,ch_87ec04ed-bf18-4228-9471-3670ff926aaa,1067-09-12 04:54:11+00:00,Subscription Create,35.0
49765,user_fdae51c9-3749-4b65-9d35-d9885990fb31,ch_7e55fa60-9e4d-4951-a94f-cf08155786bd,1067-11-08 06:11:28+00:00,Subscription Create,9.0
49878,user_1b2eada0-e2b7-4d75-8c9d-527d2e823b37,ch_8544a8bc-3ef0-416a-a8cc-bb4fe7da9eb4,1067-11-01 13:22:02+00:00,Subscription Create,9.0
49940,user_f6b4a57f-8bb1-4c84-8477-7e76da617934,ch_b3ca6c4e-c8e1-4e7f-bd69-547599934164,1067-09-28 14:54:51+00:00,Credits package,5.0
49950,user_7604e11b-29a9-4546-bdd1-b2a7b60e741b,ch_654b9d73-9e2e-4520-8b2c-c99e563d1842,1067-09-11 19:27:35+00:00,Subscription Create,9.0
49995,user_59f69338-b62b-4ec3-aac4-1b68b2bb2646,ch_96745a28-3f20-4aa0-9ffd-affec3b134de,1067-09-14 05:13:30+00:00,Subscription Update,26.0
50051,user_9c0a6518-ad8d-41bd-85db-cb7d1ba172b3,ch_0f0507a3-30f2-434d-9e46-69b4dfb5dcbb,1067-08-28 11:38:22+00:00,Subscription Create,35.0
50136,user_bf5a32fa-b972-416c-8df6-3e3d8fee6fe1,ch_8ea54f4e-5cc3-4c8d-9375-afdde6a4dc96,1067-10-18 16:34:10+00:00,Subscription Create,89.0
50147,user_138192ab-d75c-4e8c-ac2b-b4c55e82956e,ch_f121e0c8-0bd3-4fe5-898c-cd3e7d002594,1067-11-02 21:24:21+00:00,Subscription Create,9.0
50202,user_0863daa5-f54e-4434-9bfc-58d36f2874fd,ch_dca2b088-9258-46da-b142-5e05e143dbdf,1067-10-29 14:42:53+00:00,Subscription Create,35.0
50348,user_4f1cc9b8-51ed-4b28-bec6-61e89cbfa253,ch_3783cc7f-65b9-492e-9aba-b0186a4e4edc,1067-10-12 16:03:08+00:00,Subscription Create,9.0
50373,user_ea7aa2bb-aaee-4a61-a734-4ff99b582389,ch_92cd8083-579d-4c80-be68-ebd014630fdd,1067-10-18 17:45:27+00:00,Subscription Update,23.42
50428,user_31853a30-9918-4754-b779-6b961026f89a,ch_d1fbf557-c933-46d1-b6d9-7b373e2b38bd,1067-09-30 19:00:17+00:00,Subscription Create,35.0
50464,user_231436a6-b517-4997-920f-e0d609ed69d0,ch_f2e1d996-3867-4b8a-83f0-a04903503f70,1067-10-20 06:53:19+00:00,Subscription Create,35.0
50528,user_a9443b9f-3599-4bde-aa75-28daf3771672,ch_a3098961-8eda-4bc1-9b1f-f003cab3cb3f,1067-10-31 23:38:06+00:00,Subscription Create,9.0
50594,user_b2805d65-90cb-42cc-adf8-a60c5c4c8bad,ch_c211af16-e5f5-4961-a1b3-5ebabe81b6a1,1067-11-09 14:38:16+00:00,Subscription Create,35.0
50630,user_ad800cd4-6a17-48c0-bcfe-48265c0bcb28,ch_2b4d0989-f14d-443b-9329-076bf92409cb,1067-11-08 19:16:43+00:00,Subscription Create,89.0
50644,user_84a63a2d-d52c-4460-a924-f4ad4965922c,ch_663f1d4e-df73-45db-a418-46768cfc82e3,1067-10-29 18:31:19+00:00,Subscription Update,10.74
50796,user_49addd2c-42f4-424b-a8d6-a936a763bb2a,ch_8ccfcd00-7328-4beb-a480-fd8f86475442,1067-09-14 17:37:00+00:00,Subscription Create,35.0
50831,user_9a2384b4-abe9-45fc-804e-2b6d9c5f41e2,ch_7bff901c-5348-4730-8f28-d0479305032d,1067-10-13 17:31:14+00:00,Subscription Create,35.0
50923,user_12648183-6a0f-43f9-bf26-f7f1cef5a4a2,ch_84e6c80b-7c80-4fe2-892e-c5ed7476bf07,1067-10-21 12:18:40+00:00,Subscription Create,35.0
50925,user_05dc78e5-1750-4b99-8f0c-539fb133bfb9,ch_c2a081c7-debc-43d0-a14e-4e7642a335a5,1067-10-22 23:49:40+00:00,Subscription Create,35.0
51025,user_7a8baa75-77ef-4f26-9bfd-df08e6757ac9,ch_1842e6ae-ac80-4e18-ab63-c107ca2f6d05,1067-10-22 18:53:21+00:00,Upsell,29.0
51094,user_792481f0-5c16-4634-8c63-4969f3366a87,ch_890d60bb-dc65-47b9-8cfb-612ccdd85ba3,1067-09-01 17:27:32+00:00,Subscription Create,9.0
51120,user_87cc6ff5-8dea-4c23-b282-d17ed5e13a27,ch_a0df3de0-5eb6-4b46-b89a-9eb9c0a05328,1067-10-17 13:26:27+00:00,Subscription Create,9.0
51217,user_b29e0c51-55c0-493c-82cb-aa2855a15f08,ch_cb0c9c0f-3ee2-4f44-8ec0-c9aa47e0808a,1067-10-13 15:44:42+00:00,Subscription Create,35.0
51228,user_c609c292-8078-4ff6-942c-add7c3a9b691,ch_ea174064-3a6e-4998-b004-f92e9212afd6,1067-10-12 00:58:01+00:00,Subscription Create,39.0
51239,user_ef49069f-0635-4d11-8d5c-064239bb8b4b,ch_87d40f6a-0cfb-439e-ae0b-538f77731dfb,1067-09-29 21:29:32+00:00,Subscription Update,80.0
51346,user_72a49bab-92c6-4a7e-828b-fced60969d2d,ch_6c00d226-f1b0-4e2f-929d-0faa43a3a723,1067-11-05 05:45:20+00:00,Subscription Create,35.0
51385,user_59ee8702-dd41-4138-acbb-3d486497f392,ch_6601d624-8e28-471a-9235-cd445adc718c,1067-11-03 04:52:06+00:00,Subscription Create,89.0
51402,user_7103e501-da22-4343-8b6a-2e793dc9ad87,ch_62768b66-0b21-40e3-93dc-71d60dc2d3c2,1067-11-03 04:14:29+00:00,Subscription Update,14.0
51477,user_50dd448f-f542-4c3e-8a42-38d360dcbd0f,ch_801a14b9-0434-4eb2-be13-456c95116b11,1067-09-27 04:23:56+00:00,Subscription Create,9.0
51504,user_9060d28e-39e0-413d-9f8f-e2a99775b42c,ch_f870221f-b751-4870-9d0d-89a945f4eed6,1067-10-26 13:24:43+00:00,Subscription Create,9.0
51534,user_14cdc2d8-7aa9-4a52-a38b-3c8c175c89bc,ch_b0aefb94-4ed7-4feb-b8eb-34d7e03a5085,1067-09-02 13:03:43+00:00,Subscription Create,29.0
51604,user_619ecb15-a9ac-472f-871b-9f569466c1b9,ch_4ec56d3e-0b7d-4b71-81ca-07cce4234187,1067-10-04 22:27:08+00:00,Subscription Create,35.0
51630,user_d0c40166-ee0f-4d95-9c9b-3fa95d3a0614,ch_6d78514f-df0b-4fa2-98ad-27752284bdec,1067-10-23 00:13:51+00:00,Subscription Create,35.0
51669,user_dd493c94-ec3e-4d87-850c-ec31e1f7fd7c,ch_c45584aa-a074-4c86-93f8-862cd6ad65e3,1067-11-04 12:29:08+00:00,Subscription Create,35.0
51687,user_661f999a-812b-4780-8357-2d81cb56b1b1,ch_59f6c7bb-ca81-4203-a318-7564f59653e4,1067-10-25 09:40:40+00:00,Subscription Create,39.0
51705,user_9c831b7e-a43e-40b8-b312-17a51178c2f1,ch_7303bafb-470e-467d-b1a8-4e6a7b8edf6e,1067-10-25 17:34:11+00:00,Credits package,40.0
51742,user_34c8a824-729c-403d-a7c3-feaaac023bbf,ch_a7ca8e22-90cc-4912-8525-46be1aa80f6f,1067-10-31 14:18:30+00:00,Subscription Create,89.0
51744,user_d4f46b84-afa7-4c75-a446-8b4cd1cac97a,ch_d6cdd17e-6fc3-4aef-b4dd-dad8903d4857,1067-11-01 08:54:05+00:00,Subscription Create,89.0
51757,user_add00f94-552b-4112-b069-fa4b38e6d7cb,ch_c196517c-fede-47ca-849e-d23f72a8e198,1067-10-18 08:55:22+00:00,Subscription Create,9.0
51803,user_1e1c4136-bb40-41db-b270-751c8b17e704,ch_8c751fe6-422d-4e7a-9a08-8bbf671339e8,1067-10-26 17:54:29+00:00,Subscription Create,89.0
51889,user_2b2b36e5-35e4-4b8f-8506-0b5483bacd9d,ch_9599a955-c8de-4a71-b762-932c68d5bec0,1067-09-11 07:46:36+00:00,Subscription Update,26.0
51908,user_ccfabbb9-90db-4bf1-ba99-8ca49fe31a53,ch_ee37cf36-2a36-41dd-aeb5-cd580f114707,1067-10-12 03:42:52+00:00,Subscription Update,30.0
51951,user_f13b319e-437f-4185-b6fe-ec646a48ea63,ch_15bbfa2c-d427-4033-aae4-fb82ac4ace90,1067-09-30 06:35:53+00:00,Subscription Create,35.0
51977,user_12fbb9bb-348a-4881-96d8-c7b7765198b2,ch_a0c09e86-ed4c-4ae6-a12f-5f6b90d52740,1067-10-01 20:20:24+00:00,Upsell,39.0
52040,user_b87c532f-b9b9-46df-9ee9-ee5ae17f36c0,ch_bd7d71d3-c10b-485e-bd94-cb4bc4b8bfed,1067-11-07 20:37:17+00:00,Subscription Create,9.0
52067,user_18c8caac-3543-4d38-9d3a-c5c26da17105,ch_33f33bb2-a3ba-4647-9eeb-9121c3242936,1067-10-31 06:33:04+00:00,Subscription Create,35.0
52183,user_5655f0f1-a90d-4c2b-aac4-0e2f49198c9d,ch_537ba16b-e2fc-4345-82be-da9c3374a56b,1067-11-02 16:18:03+00:00,Subscription Create,35.0
52259,user_f1184f0d-53ed-4db2-a080-81c181abe658,ch_74881f29-d2af-4b91-93f4-263f757ed0ad,1067-10-14 21:18:19+00:00,Subscription Create,9.0
52277,user_ee4bcb0e-3727-4fd1-8a26-bff591ea18df,ch_851e72da-3831-4126-a977-e74dd7530c24,1067-08-28 18:40:38+00:00,Subscription Create,29.0
52293,user_9194a205-3423-4f96-932a-cba893d8ec66,ch_7fdf03ec-f6fa-437c-85f2-a0f5d3b9792b,1067-08-28 10:02:09+00:00,Subscription Create,35.0
52304,user_0e266283-d5e3-4c13-b2a2-c4a4e2b4ec75,ch_e170d251-78ec-4137-ae7e-a28300cfc0b9,1067-09-02 04:09:13+00:00,Subscription Create,35.0
52382,user_acf9204b-eb18-4d56-a11e-405e3d544415,ch_efc4ed02-2d43-47ca-b38f-85af224e83a8,1067-10-14 21:48:24+00:00,Subscription Update,80.0
52488,user_6cb6ec55-617f-4225-896e-13d3edc3ec50,ch_bcc3987e-abe4-4320-bd24-a5c92bd2cef9,1067-11-07 23:09:59+00:00,Subscription Create,35.0
52635,user_0ef859d3-83ac-4311-b542-ae012af8330c,ch_398865de-719a-4547-8086-b025d7e6f75c,1067-09-19 21:07:27+00:00,Subscription Update,26.0
52718,user_0905350a-5e4f-4e50-b040-90c8282a62a9,ch_6c9d0611-4d28-4729-95f9-214933722aff,1067-10-17 19:01:42+00:00,Subscription Create,35.0
52751,user_6d165ba1-6b07-4986-bdf4-c57f06a25625,ch_cfa814a7-0ece-4536-b2e0-724f582d750e,1067-10-10 12:23:28+00:00,Subscription Create,39.0
52774,user_223ca6f3-306f-4642-b7ee-35ef8922aeb5,ch_53c49ca2-41c7-4152-8499-009b6a2cec2d,1067-09-26 08:47:27+00:00,Subscription Create,89.0
52778,user_480cadf9-102f-4dc5-81b4-5785c93e580f,ch_1765f9a1-4d72-46fc-9f33-cc89d2146049,1067-08-28 12:48:39+00:00,Subscription Create,89.0
52907,user_dbfee6a6-60c5-46fa-8b36-66a0d999cf39,ch_1dc05ab4-119d-4738-91f8-36e8f63d2b22,1067-11-02 00:28:44+00:00,Subscription Create,89.0
52945,user_3b5a0438-3ccc-4641-aa14-a346afbb1253,ch_40cf60c1-2415-4273-a154-b33ea3953398,1067-11-04 08:37:33+00:00,Upsell,29.0
52949,user_181c6e8b-5236-4f17-be16-f246acef7689,ch_b440cb2c-2c03-4b60-a97f-c82a37b8c9fd,1067-11-07 11:24:11+00:00,Subscription Update,34.7
53028,user_ccfabbb9-90db-4bf1-ba99-8ca49fe31a53,ch_d93268ce-3045-4fba-ad16-e4135c565a17,1067-10-11 09:10:29+00:00,Subscription Create,9.0
53047,user_e0d24521-c5aa-4f35-992d-760e212af38a,ch_48081f42-9b38-41cf-9b35-aa3df32c1c53,1067-10-17 20:51:28+00:00,Subscription Create,29.0
53097,user_dff57656-29b5-4c40-ab5f-c6ee35d20963,ch_691dec75-f1ed-46ae-8e0f-e167af804b54,1067-08-31 00:56:24+00:00,Subscription Create,35.0
53250,user_d902c7d0-a9be-47dc-8075-d2948d6ab2e0,ch_a7e86462-6618-447c-8f55-b430b7a76a54,1067-11-06 15:47:45+00:00,Subscription Create,35.0
53404,user_2eb60d24-0a4d-4289-84fe-ddd9e9db7abf,ch_21f0af1a-7518-49a4-8084-72d853900b42,1067-10-04 04:29:33+00:00,Subscription Create,29.0
53406,user_defbcae7-0fff-4f7f-b1a5-cd459749a2dd,ch_5ca83325-016e-4d64-b23c-20110df74e09,1067-10-17 11:38:22+00:00,Subscription Create,29.0
53449,user_8177efad-7f8b-4bd1-bcdf-27704afa0dff,ch_65b070db-4057-4cdb-9ee8-37a328c2c454,1067-09-30 08:40:47+00:00,Subscription Create,35.0
53544,user_a8b1863e-405d-471e-a508-de0ca4a44d47,ch_72e04201-6a28-4a3d-a728-9ef41743a7a9,1067-10-25 09:47:07+00:00,Subscription Create,9.0
53567,user_766a2fed-c496-4818-bbc1-5913295c2e3a,ch_1a504808-487d-4151-ab3a-a7b28f1646b6,1067-11-05 16:28:42+00:00,Subscription Create,9.0
53605,user_3b3e2b39-5710-41a7-b74d-c2e0f2417316,ch_654387d2-2cd3-43b5-bce4-5e3ea02209d7,1067-11-01 14:20:48+00:00,Subscription Create,35.0
53742,user_598cbf08-f125-40c5-ac94-e7160ecb9d93,ch_434ff3c0-c539-44ee-9bb5-03b204e1d3c5,1067-09-15 13:25:27+00:00,Subscription Create,9.0
53758,user_8fa40b3f-3a38-47f3-bf52-ef002024c194,ch_32211442-849c-4a0c-a206-9bcd3b3b0d61,1067-10-11 06:09:46+00:00,Subscription Create,9.0
53838,user_f21e8044-cb55-4391-a3ce-1d1ba5acc7ed,ch_fa2ea2fb-7dac-470c-89b5-047670f56600,1067-08-27 16:03:03+00:00,Subscription Create,35.0
53854,user_a85bf4fb-d009-4d0b-a4f1-1f24e4650b86,ch_87e974c6-1388-4778-bf03-28b601241bcc,1067-09-06 15:11:50+00:00,Subscription Create,35.0
53942,user_77fcb49d-c728-4ed0-a599-a625ecce27e9,ch_f8ea79ea-9fd1-4bdc-98a7-d9bf0bb84ece,1067-11-03 21:27:26+00:00,Subscription Create,35.0
54145,user_162988f6-d44b-4b6a-ac38-928b995a5726,ch_f6bb1a12-06f4-4293-b935-2c1825e4b527,1067-09-06 14:08:23+00:00,Subscription Create,9.0
54155,user_acf9204b-eb18-4d56-a11e-405e3d544415,ch_8b805eca-1eb8-4dba-bdd3-fe65a8bccdea,1067-10-14 21:47:41+00:00,Subscription Create,9.0
54190,user_11ee8c9c-9f3c-4c7e-8da4-79a72708b767,ch_dc7185b1-04f1-4598-bde9-e72ca5d3fcf2,1067-09-24 01:31:47+00:00,Subscription Create,29.0
54224,user_d9d1e631-9d86-4c17-8ab2-8faac7f611a6,ch_a940d7d0-3df2-4243-8e51-cd210094ba2d,1067-09-14 11:50:35+00:00,Subscription Create,35.0
54275,user_1e59894d-68a6-4267-b4f5-ec76f4377575,ch_1dda8132-f5c8-4784-a9c6-d83373dd7c78,1067-10-12 14:47:19+00:00,Subscription Update,37.93
54455,user_312f338c-a62c-451f-98ac-bb2476f05fa6,ch_1fc3f98b-a69a-4133-8d0f-3278bb1aedcc,1067-11-08 09:18:02+00:00,Subscription Create,39.0
54472,user_d04e5761-8e47-4232-b270-d76fff7ab376,ch_74770579-2c84-4ebe-84cc-d3bf9cfa1af5,1067-11-09 17:57:31+00:00,Credits package,170.0
54545,user_f3892505-0f84-455d-b141-6dc1c18c16ac,ch_b2934e1c-312d-4e6f-bf8c-f4cd0fa1d1f3,1067-09-21 09:33:15+00:00,Subscription Create,9.0
54623,user_3a48c8ef-de13-41f0-95cb-6347e6df8afc,ch_37c0ab55-b0ce-4464-bd68-111ea9a839a7,1067-09-10 11:31:13+00:00,Subscription Create,35.0
54632,user_bbd75fa1-8986-4bdb-8ca0-3c884556ab00,ch_6017c34f-b030-476b-93b5-9f3869ab7bd9,1067-09-16 17:40:15+00:00,Subscription Create,35.0
54633,user_6c2f0b9a-2b94-49b7-93f2-210598662d06,ch_0d91c754-a7b9-4c4f-9a05-4a8f83fd06e1,1067-09-16 17:14:14+00:00,Subscription Create,35.0
54687,user_baf6926a-e82a-48b1-9dd8-aa034a6ecefe,ch_6ebdb95d-d237-4c7c-8563-28528f1ee1cd,1067-10-15 10:30:22+00:00,Credits package,40.0
54735,user_76e69622-e99c-4cd6-a4c3-e5706b4214fd,ch_9c449461-27d6-4795-a995-525d8648bc0b,1067-11-01 11:33:46+00:00,Subscription Create,9.0
54760,user_48d7da7d-8533-4e82-ab9c-407317a69d95,ch_af4a51b2-acce-42e3-943a-a5ce2c389683,1067-11-04 11:57:42+00:00,Subscription Create,29.0
54785,user_68fb5804-071a-4f83-9018-8dc41b3496b7,ch_ccceeeef-9f92-47ce-8f06-8e4de252d02a,1067-10-30 14:54:55+00:00,Subscription Create,35.0
54886,user_8abda4fe-02b5-4fc9-8339-354c9d49330a,ch_3d631f46-8a0b-4bf7-88ec-4a899ba602be,1067-11-05 11:39:27+00:00,Subscription Create,35.0
54904,user_9c831b7e-a43e-40b8-b312-17a51178c2f1,ch_f7d72248-45fb-4305-8fd5-738e7af31273,1067-10-27 18:18:11+00:00,Credits package,80.0
