,user_id,subscription_start_date,subscription_plan,country_code
26494,user_b9eab7cf-bb0c-44e0-890a-c45cf9e48ea8,1067-10-18 15:46:12+00:00,Higgsfield Pro,DE
26503,user_f692c24e-13ec-4c9f-aeae-95c96cbc6c1e,1067-10-19 00:19:54+00:00,Higgsfield Pro,DE
26507,user_09880f29-acad-4456-9bee-01ac1bb4e918,1067-11-08 14:40:56+00:00,Higgsfield Pro,DE
26588,user_788dbc9a-c35c-4eed-a7ef-a760da4e7817,1067-10-02 14:09:47+00:00,Higgsfield Basic,DE
26640,user_87cc6ff5-8dea-4c23-b282-d17ed5e13a27,1067-10-17 13:26:27+00:00,Higgsfield Basic,DE
26668,user_9060d28e-39e0-413d-9f8f-e2a99775b42c,1067-10-26 13:24:43+00:00,Higgsfield Basic,DE
26752,user_97f57069-b0f7-4bfd-9772-a03667ecd7a2,1067-09-27 19:18:09+00:00,Higgsfield Basic,DE
26770,user_44da3ce9-88d0-4765-934f-6975d6cb5000,1067-11-05 13:36:52+00:00,Higgsfield Ultimate,DE
26805,user_4cafc8b2-ceb6-4020-98e0-78468d105697,1067-11-07 07:56:13+00:00,Higgsfield Ultimate,DE
26823,user_c7a2d4a1-9a18-4b31-ac54-22e3b072aabe,1067-11-04 16:09:19+00:00,Higgsfield Ultimate,DE
26833,user_0a2b55b8-fc3e-4a71-ba40-cc22d61df6a3,1067-11-02 16:54:26+00:00,Higgsfield Ultimate,DE
26846,user_4ab5263d-1970-4993-8ebb-ce9869e94ea2,1067-11-08 23:26:20+00:00,Higgsfield Ultimate,DE
26910,user_dd032233-d2f0-4d3e-8968-7b9e268611f0,1067-11-07 15:44:25+00:00,Higgsfield Ultimate,DE
26921,user_6ece39f7-5a81-4754-a733-47ce3c6cfcb9,1067-11-06 12:19:19+00:00,Higgsfield Ultimate,DE
26937,user_a3a25656-769e-40a7-bd85-d7a86049b9e2,1067-11-05 19:55:27+00:00,Higgsfield Ultimate,DE
26958,user_0aa500b2-9729-45e6-bc33-271a9ad4a5bd,1067-11-03 21:21:09+00:00,Higgsfield Ultimate,DE
27092,user_fabc1c20-3544-4d7e-9127-989a07d7b848,1067-11-06 07:01:39+00:00,Higgsfield Ultimate,DE
27099,user_00697c5d-624a-489a-81a3-71eab9e00459,1067-11-03 10:34:41+00:00,Higgsfield Ultimate,DE
27108,user_7871e3a1-eb8a-4520-87c8-2133ac1f4c5a,1067-11-08 14:55:00+00:00,Higgsfield Ultimate,DE
27140,user_b2dc7d09-7762-49f0-80b4-d62bd78ab39b,1067-11-05 22:04:48+00:00,Higgsfield Ultimate,DE
27248,user_ccf104c1-7241-48a4-87b6-b03b8a7bc79b,1067-08-26 17:04:58+00:00,Higgsfield Pro,DE
27308,user_44e3c07f-e9bc-4301-bc00-285d8759ace6,1067-10-28 17:19:07+00:00,Higgsfield Basic,DE
27346,user_ff56fc4c-eb1b-48f2-a8e8-a9a564c3284a,1067-11-01 23:05:38+00:00,Higgsfield Basic,DE
27364,user_f3f8be98-a29a-45e6-b965-e42cb82bf397,1067-11-09 05:51:45+00:00,Higgsfield Basic,DE
27410,user_7e36ce41-7e46-45d6-bf31-b11993d4bb75,1067-11-07 08:35:57+00:00,Higgsfield Basic,DE
27488,user_af7e5139-cf17-4421-aca7-e0b74a887136,1067-11-02 11:00:59+00:00,Higgsfield Basic,DE
27515,user_49896845-1f47-443c-9ae1-246aae772243,1067-10-20 20:45:59+00:00,Higgsfield Ultimate,DE
27548,user_ae923efe-d508-4d17-8544-c162fb04ff0d,1067-10-26 08:32:05+00:00,Higgsfield Ultimate,DE
27562,user_7cc46e96-4852-408d-9a1f-c04b67173866,1067-10-20 16:14:25+00:00,Higgsfield Ultimate,DE
27652,user_962574d3-b5d2-4fd2-9a7b-eda4acd16fae,1067-10-04 21:44:44+00:00,Higgsfield Ultimate,DE
27706,user_2af3df15-874d-4734-827a-6585abb4d521,1067-10-19 21:08:38+00:00,Higgsfield Ultimate,DE
27712,user_acbcce7e-842f-4ff6-9379-c39289411756,1067-10-13 08:51:53+00:00,Higgsfield Ultimate,DE
27728,user_2d0d9825-619d-4078-85f2-90d7743e9d4c,1067-10-16 22:05:10+00:00,Higgsfield Ultimate,DE
27750,user_80d68b6d-c986-41da-8d2b-fa16a2d29575,1067-10-12 11:00:46+00:00,Higgsfield Ultimate,DE
27805,user_9f4e99a8-0e78-464e-8769-36770f2bcfcb,1067-09-12 17:16:36+00:00,Higgsfield Basic,DE
27809,user_c9c298b6-aa6b-4840-8bed-adaa6ade6716,1067-09-04 16:40:14+00:00,Higgsfield Basic,DE
27873,user_e997cc83-644a-4835-944a-4c665c5633fe,1067-10-12 01:10:50+00:00,Higgsfield Basic,DE
27887,user_636e0bba-4b57-4309-bec0-77f75cf3437a,1067-10-12 16:43:35+00:00,Higgsfield Basic,DE
27914,user_d12dc409-3b32-4b63-b53b-a54034820451,1067-10-25 21:04:18+00:00,Higgsfield Basic,DE
28037,user_8177efad-7f8b-4bd1-bcdf-27704afa0dff,1067-09-30 08:40:47+00:00,Higgsfield Ultimate,DE
28060,user_abddbeb8-2005-48ec-84bb-f0d2844061b5,1067-10-11 13:49:04+00:00,Higgsfield Pro,DE
28091,user_0802ff89-dbbc-40c3-98d4-111bdd19f5ca,1067-10-07 00:58:53+00:00,Higgsfield Basic,DE
28178,user_af8c8136-122c-4481-98cd-019c83b063bd,1067-08-26 22:14:11+00:00,Higgsfield Ultimate,DE
28287,user_a00292f7-4f58-4ae4-a667-7d31ce9acf76,1067-09-04 14:59:54+00:00,Higgsfield Ultimate,DE
28302,user_a5eb2e27-57ff-414d-90b3-e0ad36980c44,1067-09-03 11:37:03+00:00,Higgsfield Ultimate,DE
28619,user_858d8a57-50ab-49f3-b3d3-6ada395f6c68,1067-08-29 22:48:01+00:00,Higgsfield Ultimate,DE
28672,user_857f8f05-c259-4e7b-baa8-b18f577e30d7,1067-09-06 01:15:27+00:00,Higgsfield Ultimate,DE
28704,user_04a32c99-6be7-4df1-ab40-5edf4e5fa1de,1067-09-11 09:41:20+00:00,Higgsfield Ultimate,DE
28808,user_1ca6c2a8-1e35-470a-bdfa-7bdeb41c1ca4,1067-11-01 15:34:05+00:00,Higgsfield Ultimate,DE
28816,user_abdd81b7-f5cb-4be9-b2cc-bbc38794d9ec,1067-10-28 06:02:14+00:00,Higgsfield Ultimate,DE
28844,user_5b1a84c2-1322-44d6-ba2d-2c7faabadf98,1067-11-09 12:07:53+00:00,Higgsfield Ultimate,DE
28861,user_83ab30a7-27be-4f36-9e14-88bc85bfdd0e,1067-10-31 15:40:00+00:00,Higgsfield Ultimate,DE
28870,user_68fb5804-071a-4f83-9018-8dc41b3496b7,1067-10-30 14:54:55+00:00,Higgsfield Ultimate,DE
28886,user_16ae4248-72a8-4240-b7f4-0685765dcb2d,1067-11-04 22:03:43+00:00,Higgsfield Ultimate,DE
29020,user_0f018630-d774-49c2-abfc-791b6f3678a2,1067-11-01 16:48:21+00:00,Higgsfield Ultimate,DE
29077,user_02bb5984-d38f-42d0-bbfc-4252a43594d3,1067-10-31 19:23:23+00:00,Higgsfield Ultimate,DE
29086,user_ddfc04a6-0d7d-43b8-9b46-a0c1defb0f68,1067-11-01 13:35:13+00:00,Higgsfield Ultimate,DE
29113,user_5a80d1c7-d6d3-4970-8114-79d807d4e075,1067-10-27 17:40:17+00:00,Higgsfield Ultimate,DE
29216,user_c560b067-066d-4763-a9cf-882b562f3214,1067-10-31 08:40:42+00:00,Higgsfield Ultimate,DE
29248,user_34a534ba-f225-49a9-a875-27fddcf65e54,1067-10-21 09:20:32+00:00,Higgsfield Ultimate,DE
29299,user_a796894e-73a0-44fc-a94d-811f9b2645f6,1067-09-30 21:37:21+00:00,Higgsfield Ultimate,DE
29306,user_a1fd1e3a-4d9b-43e3-b9d7-0726c2fbfe7e,1067-10-06 16:18:35+00:00,Higgsfield Ultimate,DE
29338,user_8d456e26-33f6-4935-ba4b-2fa81e9461c6,1067-10-05 05:26:28+00:00,Higgsfield Ultimate,DE
29401,user_95d61cf1-581c-450e-ba47-d21cce220515,1067-09-26 21:34:31+00:00,Higgsfield Ultimate,DE
29462,user_54e44473-a29d-4fb3-afc0-f4e03ff83e23,1067-10-17 11:16:56+00:00,Higgsfield Ultimate,DE
29579,user_f6316a34-94dd-4994-933e-b9d3363fc6e0,1067-10-08 19:39:37+00:00,Higgsfield Ultimate,DE
29618,user_90f3229e-c99a-4a35-910f-86d53de72acd,1067-10-01 20:04:08+00:00,Higgsfield Ultimate,DE
29643,user_c9fa6eea-5b79-4052-b8ef-aa61cc866251,1067-11-05 00:58:48+00:00,Higgsfield Creator,EG
29755,user_a67f3018-5d85-4658-b306-c7c3713450c3,1067-09-18 11:39:02+00:00,Higgsfield Ultimate,EG
29854,user_3106610a-9477-4b9c-9e7b-35c7c068ebfc,1067-10-09 00:46:51+00:00,Higgsfield Creator,EG
29932,user_117f06c0-b08f-4e3b-9d0d-d92f7ed42acc,1067-10-12 22:02:06+00:00,Higgsfield Basic,EG
29985,user_8b87d3ee-c987-40e7-88af-5783002583bd,1067-09-09 21:57:02+00:00,Higgsfield Ultimate,EG
29998,user_a85bf4fb-d009-4d0b-a4f1-1f24e4650b86,1067-09-06 15:11:50+00:00,Higgsfield Ultimate,EG
30040,user_58de5bb5-74b6-4acb-88e1-a1bd93381d9c,1067-11-07 12:25:10+00:00,Higgsfield Ultimate,EG
30181,user_93ba287c-3d3c-4ea4-9fbc-68574b081140,1067-09-09 12:24:38+00:00,Higgsfield Basic,ES
30182,user_b73522bf-37b5-42a9-9eea-e2d6b18972a1,1067-09-03 08:46:21+00:00,Higgsfield Basic,ES
30199,user_504ab289-0952-493f-b38f-9d8c5912cfc5,1067-09-01 11:34:43+00:00,Higgsfield Basic,ES
30348,user_ad305f8d-1048-413e-b0d6-4e8c3f5f35d8,1067-09-18 17:29:46+00:00,Higgsfield Creator,ES
30369,user_e189b4ca-c963-4c14-b58a-8263ea6f6b6f,1067-10-22 14:50:43+00:00,Higgsfield Creator,ES
30371,user_5ff25a2f-55a9-4bbb-9603-5e489deb340d,1067-10-07 16:41:06+00:00,Higgsfield Creator,ES
30394,user_2f7780bf-66b1-4c95-a70e-ecbc61a655be,1067-11-08 05:01:16+00:00,Higgsfield Basic,ES
30410,user_eaaeabb9-7eba-4700-a521-c20ca66487ec,1067-11-01 13:43:54+00:00,Higgsfield Basic,ES
30448,user_38e11125-388d-4ded-aa2a-29f9e9569f9c,1067-10-30 15:56:04+00:00,Higgsfield Basic,ES
30462,user_76a25017-812d-47e2-a969-bf80f6d0ab24,1067-10-30 16:23:00+00:00,Higgsfield Basic,ES
30465,user_67a8aa68-fa32-4c1c-a9f5-3cc4718d48d2,1067-11-09 13:03:47+00:00,Higgsfield Basic,ES
30506,user_34dfdf4f-6bb0-4abc-adc6-934dbb7960fa,1067-10-31 20:48:14+00:00,Higgsfield Creator,ES
30550,user_1ff12724-4cdd-4a36-af46-f80df073a7f8,1067-09-21 15:27:13+00:00,Higgsfield Ultimate,ES
30576,user_8935cbab-b2ac-483a-b645-43e9c7150735,1067-08-29 22:09:45+00:00,Higgsfield Ultimate,ES
30667,user_de045452-102a-45e8-aa65-1edd0bfbcbd3,1067-10-18 16:27:07+00:00,Higgsfield Pro,ES
30746,user_a8b1863e-405d-471e-a508-de0ca4a44d47,1067-10-25 09:47:07+00:00,Higgsfield Basic,ES
30852,user_65c27613-e0f0-433a-b7ed-4a261843503b,1067-09-26 17:21:18+00:00,Higgsfield Basic,ES
30959,user_77fcb49d-c728-4ed0-a599-a625ecce27e9,1067-11-03 21:27:26+00:00,Higgsfield Ultimate,ES
30974,user_52cd0823-46c8-4253-a459-b724fd6e6233,1067-11-06 15:38:36+00:00,Higgsfield Ultimate,ES
30990,user_aaaa3d5b-8843-4a2a-bf08-ee5132592ac0,1067-10-28 16:12:55+00:00,Higgsfield Ultimate,ES
30994,user_bdda5eea-3bad-4b6d-bc51-c5623080084f,1067-11-07 10:56:14+00:00,Higgsfield Ultimate,ES
31045,user_bb7d319f-0a82-4295-9fbf-8d6733758a75,1067-11-06 22:24:13+00:00,Higgsfield Ultimate,ES
31083,user_312f338c-a62c-451f-98ac-bb2476f05fa6,1067-11-08 09:18:02+00:00,Higgsfield Ultimate,ES
31120,user_b9e422a3-9300-4f87-8ac6-3c5b619cff2a,1067-09-11 19:07:46+00:00,Higgsfield Pro,ES
31160,user_b70dcd81-97ec-4ce1-88d9-006a2a19a6a4,1067-10-29 19:36:51+00:00,Higgsfield Basic,ES
31188,user_5c304738-df5e-473c-9380-541019c62b2b,1067-10-29 14:44:49+00:00,Higgsfield Basic,ES
31290,user_aa96f59c-987b-4332-997c-ac415effe651,1067-10-14 10:11:29+00:00,Higgsfield Ultimate,ES
31306,user_cee554ae-e318-4639-912e-5f284d35a760,1067-10-09 12:39:43+00:00,Higgsfield Ultimate,ES
31405,user_2b2b36e5-35e4-4b8f-8506-0b5483bacd9d,1067-09-11 07:46:12+00:00,Higgsfield Basic,ES
31420,user_a852b535-2a59-4e41-b184-a5eb850da8f6,1067-09-12 08:56:45+00:00,Higgsfield Basic,ES
31452,user_1b4b63b8-d58b-46d2-9a3b-1c277f10e2a3,1067-10-02 14:21:09+00:00,Higgsfield Basic,ES
31504,user_e22c8892-16bb-4079-a3e7-ec8ff1b1e38a,1067-10-25 13:17:09+00:00,Higgsfield Ultimate,ES
31589,user_737aca0c-df05-4a2f-8254-de3bf2d140b3,1067-10-18 19:00:52+00:00,Higgsfield Basic,ES
31640,user_76f211d5-c975-4a4f-a503-d37434f78ac6,1067-09-14 10:49:24+00:00,Higgsfield Ultimate,ES
31714,user_f755b2d0-49fc-470d-8016-0f2e513a652b,1067-09-24 22:39:28+00:00,Higgsfield Ultimate,ES
31762,user_bb9fbded-7133-468d-9597-8587efff6a71,1067-09-06 19:01:52+00:00,Higgsfield Ultimate,ES
31858,user_fff8f172-26d3-4452-8bae-4a5e92e45e86,1067-09-11 15:10:24+00:00,Higgsfield Ultimate,ES
31958,user_aa8c10d5-a01f-4bc1-96e5-3d69be52886d,1067-11-07 13:52:54+00:00,Higgsfield Ultimate,ES
32043,user_003ed17f-e342-4fea-a1af-7394e85ccf52,1067-11-09 17:58:58+00:00,Higgsfield Ultimate,ES
32159,user_b5577fa5-a585-4711-8ed6-0442a1cf5a5f,1067-10-25 13:30:13+00:00,Higgsfield Ultimate,ES
32182,user_18c544e3-33b3-4e5d-85fb-70b735af17f0,1067-10-26 10:56:25+00:00,Higgsfield Ultimate,ES
32198,user_5289b780-506b-47ef-8bf5-ba3523fe4682,1067-10-05 19:17:16+00:00,Higgsfield Ultimate,ES
32251,user_e404d0a6-c72a-4bd6-93b0-fcabd6c5b36b,1067-10-26 20:38:43+00:00,Higgsfield Ultimate,ES
32258,user_974fba82-6012-4147-8997-f0ad0c90c8fb,1067-10-10 14:34:08+00:00,Higgsfield Ultimate,ES
32363,user_cb495159-875f-4d47-9703-0d063bb538e6,1067-09-16 20:00:05+00:00,Higgsfield Creator,FR
32483,user_c73120bf-d5d8-4833-9fcf-b24bbfff8572,1067-09-12 21:36:20+00:00,Higgsfield Basic,FR
32747,user_0d95fc26-1c31-47f4-b940-08d829c9b05b,1067-10-27 14:53:36+00:00,Higgsfield Basic,FR
32800,user_1b2eada0-e2b7-4d75-8c9d-527d2e823b37,1067-11-01 13:22:02+00:00,Higgsfield Basic,FR
33116,user_0e601d3d-ff91-4892-9fab-202ba03fed4f,1067-10-21 14:53:53+00:00,Higgsfield Pro,FR
33259,user_7cccc532-9eac-4d43-954c-23b494bc9e24,1067-10-12 07:46:18+00:00,Higgsfield Basic,FR
33407,user_d65c31de-64d6-4a00-93d1-4be0955e39cc,1067-11-08 10:48:32+00:00,Higgsfield Ultimate,FR
33612,user_4a852cf6-fc8e-4903-9eb2-d43fccedce73,1067-10-30 11:19:24+00:00,Higgsfield Ultimate,FR
33625,user_b44f88b9-0be8-4801-a4ef-ed4325e834ea,1067-11-03 22:23:01+00:00,Higgsfield Ultimate,FR
33666,user_eb9b13bd-0a48-44f6-a34c-8a3e5ec5c7b7,1067-09-23 16:03:04+00:00,Higgsfield Pro,FR
33687,user_236f72d6-0624-4223-bb65-b620c5993729,1067-09-13 18:18:20+00:00,Higgsfield Pro,FR
33712,user_63081fb1-292c-4ca9-9fc3-4575fe44f275,1067-10-17 13:53:23+00:00,Higgsfield Creator,FR
33724,user_d93578a9-1c2d-44ac-97a1-743366360135,1067-10-18 11:27:29+00:00,Higgsfield Creator,FR
33743,user_7ad955f4-e769-4040-b042-e8aa4d254d22,1067-11-06 21:33:08+00:00,Higgsfield Basic,FR
33804,user_29b55378-f3ad-48ba-bea6-87700a6cc665,1067-10-31 14:43:42+00:00,Higgsfield Basic,FR
33836,user_cec8c5e5-10d9-496f-9a36-3121be625cf3,1067-11-07 15:15:48+00:00,Higgsfield Basic,FR
34000,user_33de30db-3ef3-4a9f-ac15-37bcbd9fa63f,1067-08-27 20:55:49+00:00,Higgsfield Basic,FR
34009,user_6cf4b256-9f61-4cab-a3d8-4b504e9856ae,1067-08-29 17:52:34+00:00,Higgsfield Basic,FR
34029,user_9e04abd5-9d60-4f29-b626-a823f0cfe1af,1067-09-05 10:08:34+00:00,Higgsfield Basic,FR
34081,user_ac4cefd7-c624-43b0-8d8d-0d16b9d1ce28,1067-09-23 13:43:07+00:00,Higgsfield Basic,FR
34121,user_851da515-433b-4ef1-9c59-69dc0d2f36d4,1067-10-07 18:38:40+00:00,Higgsfield Basic,FR
34180,user_9e9394f6-56cb-4acc-901d-3b4f62bdfd93,1067-10-02 10:14:02+00:00,Higgsfield Ultimate,FR
34197,user_dca80134-3cb5-4d9b-9e5a-aedbee4adaeb,1067-10-10 18:29:12+00:00,Higgsfield Ultimate,FR
34262,user_ddb15581-a186-4bbe-8318-417c41ebbcb4,1067-10-11 13:37:41+00:00,Higgsfield Basic,FR
34324,user_72e2ce83-69a9-4610-8ac3-f41316c71cce,1067-09-16 12:06:00+00:00,Higgsfield Ultimate,FR
34582,user_e62fe8fe-7015-4ffe-a6af-de29b8142584,1067-09-03 16:00:43+00:00,Higgsfield Ultimate,FR
34753,user_c150d860-4228-43a3-8da5-071dbcb56f1c,1067-09-02 09:27:06+00:00,Higgsfield Ultimate,FR
34810,user_88e96374-b3f0-4ea4-8dc1-437af663274d,1067-09-01 14:22:02+00:00,Higgsfield Ultimate,FR
34830,user_a3c21a3c-69f3-4d6d-99c0-2578c2598c72,1067-08-31 10:39:35+00:00,Higgsfield Ultimate,FR
34852,user_50a4c0a2-f6ca-4f50-a0fe-c577d2a2da39,1067-09-08 17:10:16+00:00,Higgsfield Ultimate,FR
34869,user_7e901589-6cec-4635-9c02-5f50b4be4b22,1067-09-02 13:33:14+00:00,Higgsfield Ultimate,FR
34980,user_3cf44f2b-dbe5-4e8a-b50c-3ac2e4a97b09,1067-11-04 11:15:33+00:00,Higgsfield Ultimate,FR
35048,user_5359178b-9ae3-461a-9fa3-730e6cb4fcfe,1067-11-01 23:04:35+00:00,Higgsfield Ultimate,FR
35082,user_aa0e0a95-fbb8-46b3-882e-dadbccd3ed31,1067-10-28 20:55:40+00:00,Higgsfield Ultimate,FR
35147,user_8c4789f7-0839-4f87-943d-a180ff0ec573,1067-11-07 14:37:46+00:00,Higgsfield Ultimate,FR
35152,user_7065d26f-7e7a-4d87-ba68-b542c06b4f2a,1067-10-29 10:36:10+00:00,Higgsfield Ultimate,FR
35347,user_7e5480a3-b669-4849-a6d6-ed2f99a2f2fa,1067-10-23 22:23:44+00:00,Higgsfield Ultimate,FR
35422,user_f9dea2d5-ef0c-449a-bf7f-ae90bfdf834b,1067-10-17 12:21:56+00:00,Higgsfield Ultimate,FR
35518,user_85d2094f-7eaa-489e-92de-cc404ef4668e,1067-11-05 16:17:23+00:00,Higgsfield Creator,GB
35578,user_047fc3ca-3946-474f-94aa-83202b7d63b7,1067-09-16 22:43:29+00:00,Higgsfield Basic,GB
35747,user_34c8a824-729c-403d-a7c3-feaaac023bbf,1067-10-31 14:18:30+00:00,Higgsfield Creator,GB
35861,user_b41975e7-f0df-4dfc-828b-11016c77585f,1067-09-20 16:59:22+00:00,Higgsfield Creator,GB
35915,user_181c6e8b-5236-4f17-be16-f246acef7689,1067-11-07 00:26:25+00:00,Higgsfield Basic,GB
35949,user_91ed5dc3-8b33-4a09-a08a-6912afe2fe9b,1067-10-29 22:28:55+00:00,Higgsfield Basic,GB
35994,user_f66b5ca0-ee8b-44b2-94c6-bc7d83e07731,1067-11-08 20:42:35+00:00,Higgsfield Basic,GB
36154,user_bbd75fa1-8986-4bdb-8ca0-3c884556ab00,1067-09-16 17:40:15+00:00,Higgsfield Ultimate,GB
36325,user_84c002c5-eac7-4e9d-b0e8-cfa8034a88fe,1067-10-04 20:04:00+00:00,Higgsfield Creator,GB
36357,user_5a76ffed-e644-47c2-b0dc-f522704a0b0e,1067-10-28 23:08:42+00:00,Higgsfield Pro,GB
36376,user_caec5aac-d4ad-4b7f-b305-8ac20aa48c18,1067-08-27 22:47:47+00:00,Higgsfield Basic,GB
36385,user_f3892505-0f84-455d-b141-6dc1c18c16ac,1067-09-21 09:33:15+00:00,Higgsfield Basic,GB
36439,user_d66e9872-15ad-429c-9776-33c3ceb2e9bc,1067-11-03 09:49:01+00:00,Higgsfield Pro,GB
36505,user_aaf41815-75fc-4158-afc2-ba8bab88ea25,1067-10-06 00:34:56+00:00,Higgsfield Pro,GB
36773,user_54c1744b-6ac8-4041-8192-09b321045ca1,1067-10-31 05:53:34+00:00,Higgsfield Ultimate,GB
36809,user_0a9940f0-51b8-4470-9b5c-84bbe49d2010,1067-11-03 02:03:22+00:00,Higgsfield Ultimate,GB
36810,user_c3efa88b-c7e9-4c31-bf20-01a5596eb6ff,1067-11-08 20:25:51+00:00,Higgsfield Ultimate,GB
36819,user_2f1cb47e-139e-41aa-a338-0ea0bd77f317,1067-11-08 00:01:43+00:00,Higgsfield Ultimate,GB
36937,user_fddc8b14-c746-42d2-9887-d436c31a6468,1067-11-05 19:10:03+00:00,Higgsfield Ultimate,GB
37035,user_27581ea3-4dd3-468b-838f-fdfa2e1373fd,1067-11-06 14:39:28+00:00,Higgsfield Ultimate,GB
37093,user_90967c37-68f4-4c7c-80b5-bbafa8c58ab2,1067-08-27 11:45:12+00:00,Higgsfield Pro,GB
37148,user_22108e5d-59eb-4a11-9da7-509e27d1f87a,1067-11-06 23:37:01+00:00,Higgsfield Basic,GB
37176,user_e13a6d7e-8eef-4fe1-a1f9-a450f101be66,1067-11-07 13:08:38+00:00,Higgsfield Basic,GB
37218,user_6abbbfb5-d838-4859-818a-c5622ef663bd,1067-10-29 19:18:21+00:00,Higgsfield Basic,GB
37337,user_b29e0c51-55c0-493c-82cb-aa2855a15f08,1067-10-13 15:44:42+00:00,Higgsfield Ultimate,GB
37340,user_13fcd2d0-446f-4726-8690-17bf6fdf885c,1067-10-23 01:18:40+00:00,Higgsfield Ultimate,GB
37352,user_f95f1ac0-8009-455d-b8dc-a8c15c54f76c,1067-10-23 20:11:02+00:00,Higgsfield Ultimate,GB
37355,user_dcbc6afa-5a42-48ea-b30c-0e49ea153fa0,1067-10-24 16:38:57+00:00,Higgsfield Ultimate,GB
37356,user_b81f63ed-1ab2-4ad2-aa99-d9ecbe8b9cdc,1067-10-11 19:12:20+00:00,Higgsfield Ultimate,GB
37433,user_2e782202-79b0-4d27-bd33-c7836fbad2ec,1067-10-07 15:15:08+00:00,Higgsfield Ultimate,GB
37585,user_8fa40b3f-3a38-47f3-bf52-ef002024c194,1067-10-11 06:09:46+00:00,Higgsfield Basic,GB
37605,user_64155746-fad7-4306-870e-b9199fa901cc,1067-10-01 14:19:21+00:00,Higgsfield Basic,GB
37629,user_dbd603cf-21a6-4df0-9f07-98fbf2cebea7,1067-10-11 00:17:24+00:00,Higgsfield Basic,GB
37782,user_945b8dd7-e36d-4042-82d1-add624cf1099,1067-10-14 22:35:45+00:00,Higgsfield Pro,GB
37824,user_754b4f6f-3b9a-4211-8db3-48f1b9ad68a8,1067-10-16 20:53:11+00:00,Higgsfield Basic,GB
38016,user_5a409463-a489-4d98-88a2-03b6202657ac,1067-09-25 12:46:32+00:00,Higgsfield Ultimate,GB
38126,user_764e00d1-2577-4fa9-a056-cd45e137e246,1067-09-05 03:05:36+00:00,Higgsfield Ultimate,GB
38221,user_3ed0776b-62be-4c81-a58b-33d8fbe18d49,1067-09-02 09:46:02+00:00,Higgsfield Ultimate,GB
38351,user_b22932a4-3cca-4788-8598-bcafa36fc9f0,1067-10-27 17:02:25+00:00,Higgsfield Ultimate,GB
38363,user_ccfc5898-be79-4f81-9b92-d21447a08aa4,1067-10-31 14:03:24+00:00,Higgsfield Ultimate,GB
38481,user_4174c228-47eb-4e6f-befd-58cf2d4c647a,1067-10-31 21:56:11+00:00,Higgsfield Ultimate,GB
38528,user_df38b4df-38f5-4536-8540-cd202150a888,1067-11-07 21:11:09+00:00,Higgsfield Ultimate,GB
38531,user_339c3fd1-549d-4888-bcb1-0e2a6d72baa8,1067-11-08 07:40:24+00:00,Higgsfield Ultimate,GB
38544,user_d04c3652-e60f-450c-a9a1-9516d54d9abf,1067-11-07 19:45:54+00:00,Higgsfield Ultimate,GB
38555,user_19b9f209-1415-44b2-ba7c-93b3cf4c98e9,1067-11-04 11:33:09+00:00,Higgsfield Ultimate,GB
38650,user_adab4ca9-6210-43dc-8160-403d6044b53a,1067-11-04 11:12:26+00:00,Higgsfield Ultimate,GB
38683,user_d611cd7d-def4-470b-8ac1-8392caf0413b,1067-10-03 15:25:17+00:00,Higgsfield Ultimate,GB
38828,user_c66e3b94-8e2f-4230-83fe-b212a10b14ac,1067-10-09 10:32:02+00:00,Higgsfield Ultimate,GB
38961,user_fd6664d2-76af-4fe7-8588-eb750f018a37,1067-10-16 21:47:05+00:00,Higgsfield Ultimate,GB
38987,user_1fcbf7bf-224a-4e33-a33e-147054ccc725,1067-10-02 21:39:26+00:00,Higgsfield Ultimate,GB
39232,user_e09174ea-1df0-49d3-bf28-1facf6175bcd,1067-09-02 19:35:43+00:00,Higgsfield Ultimate,HK
39265,user_417affee-bd09-4961-bbbf-23e121aac7a8,1067-08-30 14:12:41+00:00,Higgsfield Basic,HK
39341,user_f6d765da-bc53-47d0-8bff-92ba3fdf8079,1067-11-07 19:08:56+00:00,Higgsfield Ultimate,HK
39343,user_de66aedb-3680-4481-a78b-b237701c42ec,1067-11-05 05:39:34+00:00,Higgsfield Ultimate,HK
39512,user_6228f6ba-12da-4197-868f-c06083f3bd3d,1067-09-15 12:22:49+00:00,Higgsfield Basic,HK
39522,user_7ed1630e-fb06-48e2-ba63-df8707f37aeb,1067-09-02 18:44:11+00:00,Higgsfield Basic,HK
39607,user_598cbf08-f125-40c5-ac94-e7160ecb9d93,1067-09-15 13:25:27+00:00,Higgsfield Basic,HK
39681,user_8c77ff38-621f-4594-b22e-7bbe1d8d1501,1067-08-27 16:58:52+00:00,Higgsfield Basic,HK
39723,user_d0c40166-ee0f-4d95-9c9b-3fa95d3a0614,1067-10-23 00:13:51+00:00,Higgsfield Ultimate,HK
39746,user_6d88865e-b0dd-4968-b8a0-aaca046ea828,1067-10-12 19:14:39+00:00,Higgsfield Ultimate,HK
39825,user_19801a2a-9748-490e-8dc1-0eec9db17343,1067-09-05 10:13:51+00:00,Higgsfield Ultimate,HK
39837,user_18a6d490-2c14-463d-b9d6-dd3a49951cf5,1067-09-01 14:23:50+00:00,Higgsfield Ultimate,HK
39859,user_98d3b970-7115-466a-9cc2-66ff128f3f01,1067-09-01 15:07:48+00:00,Higgsfield Ultimate,HK
